user1_id,user2_id,user1_rating,user2_rating,rating_diff,winner_id,user1_won,problem_rating
user_495,user_23,1424,800,624,user_495,1,1112
user_69,user_35,998,840,158,user_69,1,919
user_316,user_800,1487,1605,118,user_316,1,1546
user_949,user_427,1303,1488,185,user_427,0,1395
user_755,user_141,2669,1793,876,user_755,1,2231
user_8,user_434,1052,1902,850,user_434,0,1477
user_745,user_613,974,864,110,user_745,1,919
user_68,user_46,1350,1055,295,user_68,1,1202
user_174,user_119,1316,1518,202,user_174,1,1417
user_777,user_752,1125,904,221,user_777,1,1014
user_263,user_68,891,1350,459,user_68,0,1120
user_52,user_567,989,895,94,user_52,1,942
user_180,user_737,1462,1627,165,user_737,0,1544
user_816,user_48,1313,1343,30,user_48,0,1328
user_630,user_595,800,1040,240,user_595,0,920
user_505,user_252,1047,2290,1243,user_252,0,1668
user_874,user_231,1199,1293,94,user_874,1,1246
user_768,user_115,1004,1326,322,user_768,1,1165
user_738,user_912,1997,1306,691,user_738,1,1651
user_607,user_990,834,1290,456,user_990,0,1062
user_490,user_791,1209,1289,80,user_490,1,1249
user_117,user_904,853,1283,430,user_904,0,1068
user_808,user_633,1766,1066,700,user_633,0,1416
user_918,user_274,1060,902,158,user_918,1,981
user_497,user_649,1144,1493,349,user_649,0,1318
user_513,user_423,923,1622,699,user_423,0,1272
user_844,user_70,1274,1350,76,user_70,0,1312
user_593,user_835,1339,1300,39,user_593,1,1319
user_391,user_732,1404,1369,35,user_391,1,1386
user_313,user_334,1546,1623,77,user_334,0,1584
user_788,user_837,1186,898,288,user_788,1,1042
user_604,user_531,1372,800,572,user_604,1,1086
user_204,user_271,801,800,1,user_204,1,800
user_879,user_10,1731,1054,677,user_879,1,1392
user_904,user_9,1283,1426,143,user_9,0,1354
user_44,user_596,800,1117,317,user_596,0,958
user_640,user_11,1095,1053,42,user_11,0,1074
user_854,user_519,1855,1518,337,user_854,1,1686
user_425,user_94,1827,1077,750,user_425,1,1452
user_184,user_612,1133,1318,185,user_612,0,1225
user_888,user_302,1446,1516,70,user_888,1,1481
user_653,user_97,869,1310,441,user_653,1,1089
user_502,user_582,800,1465,665,user_582,0,1132
user_607,user_994,834,897,63,user_994,0,865
user_385,user_963,1267,1499,232,user_963,0,1383
user_199,user_889,860,1690,830,user_889,0,1275
user_627,user_904,1167,1283,116,user_627,1,1225
user_777,user_165,1125,1371,246,user_165,0,1248
user_873,user_315,973,1219,246,user_315,0,1096
user_493,user_325,935,841,94,user_493,1,888
user_822,user_134,2415,919,1496,user_822,1,1667
user_751,user_117,807,853,46,user_117,0,830
user_145,user_492,1532,1240,292,user_145,1,1386
user_233,user_618,996,1400,404,user_618,0,1198
user_810,user_649,1145,1493,348,user_649,0,1319
user_767,user_485,2061,800,1261,user_767,1,1430
user_713,user_294,1366,1348,18,user_713,1,1357
user_22,user_642,1236,1121,115,user_22,1,1178
user_412,user_20,800,1881,1081,user_20,0,1340
user_292,user_676,1015,868,147,user_292,1,941
user_817,user_331,1582,925,657,user_817,1,1253
user_491,user_692,1889,876,1013,user_491,1,1382
user_858,user_129,1026,1042,16,user_858,1,1034
user_571,user_788,2004,1186,818,user_571,1,1595
user_498,user_525,931,800,131,user_498,1,865
user_615,user_869,1259,2215,956,user_869,0,1737
user_568,user_340,800,947,147,user_568,1,873
user_866,user_181,1320,937,383,user_866,1,1128
user_662,user_50,1200,1335,135,user_50,0,1267
user_307,user_798,1014,1222,208,user_798,0,1118
user_221,user_540,800,1557,757,user_540,0,1178
user_593,user_72,1339,1199,140,user_593,1,1269
user_393,user_762,2099,2612,513,user_762,0,2355
user_196,user_349,929,1136,207,user_349,0,1032
user_3,user_353,1913,1155,758,user_3,1,1534
user_982,user_249,906,1368,462,user_249,0,1137
user_189,user_693,800,1457,657,user_693,0,1128
user_1,user_495,1162,1424,262,user_1,1,1293
user_574,user_628,1554,1232,322,user_574,1,1393
user_575,user_24,800,1029,229,user_24,0,914
user_17,user_709,1331,2016,685,user_709,0,1673
user_652,user_983,1118,1194,76,user_983,0,1156
user_169,user_662,966,1200,234,user_662,0,1083
user_72,user_610,1199,1474,275,user_610,0,1336
user_333,user_519,989,1518,529,user_519,0,1253
user_779,user_931,1460,2131,671,user_931,0,1795
user_958,user_467,1437,1521,84,user_467,0,1479
user_178,user_86,1119,1594,475,user_86,0,1356
user_949,user_459,1303,846,457,user_949,1,1074
user_957,user_108,1389,1309,80,user_108,0,1349
user_787,user_821,1390,1849,459,user_821,0,1619
user_49,user_741,800,825,25,user_49,1,812
user_556,user_382,1047,800,247,user_556,1,923
user_112,user_836,1234,1929,695,user_836,0,1581
user_756,user_38,1405,813,592,user_756,1,1109
user_514,user_608,1019,800,219,user_514,1,909
user_763,user_810,1177,1145,32,user_763,1,1161
user_825,user_1,1874,1162,712,user_825,1,1518
user_224,user_846,1051,1321,270,user_846,0,1186
user_944,user_868,2109,1476,633,user_944,1,1792
user_769,user_556,2087,1047,1040,user_769,1,1567
user_75,user_204,1550,801,749,user_75,1,1175
user_240,user_857,955,1396,441,user_240,1,1175
user_553,user_935,1308,1042,266,user_553,1,1175
user_174,user_247,1316,996,320,user_174,1,1156
user_769,user_648,2087,1130,957,user_769,1,1608
user_839,user_564,1136,1737,601,user_564,0,1436
user_207,user_933,1413,800,613,user_207,1,1106
user_455,user_664,955,978,23,user_664,0,966
user_292,user_213,1015,1473,458,user_213,0,1244
user_51,user_688,1079,1500,421,user_688,0,1289
user_849,user_186,1033,1396,363,user_186,0,1214
user_222,user_804,1489,1063,426,user_222,1,1276
user_444,user_716,819,1254,435,user_716,0,1036
user_61,user_81,1146,1349,203,user_61,1,1247
user_337,user_577,1100,1527,427,user_577,0,1313
user_317,user_29,1104,1110,6,user_317,1,1107
user_660,user_657,1020,1203,183,user_660,1,1111
user_690,user_54,1087,1651,564,user_54,0,1369
user_585,user_652,1305,1118,187,user_652,0,1211
user_336,user_47,946,1664,718,user_47,0,1305
user_437,user_529,801,923,122,user_529,0,862
user_959,user_278,1386,1237,149,user_959,1,1311
user_543,user_846,1867,1321,546,user_543,1,1594
user_253,user_304,1651,1204,447,user_253,1,1427
user_683,user_608,1403,800,603,user_683,1,1101
user_160,user_489,904,1578,674,user_489,0,1241
user_895,user_582,1472,1465,7,user_895,1,1468
user_626,user_622,900,2131,1231,user_622,0,1515
user_774,user_857,1460,1396,64,user_774,1,1428
user_219,user_152,1242,988,254,user_219,1,1115
user_249,user_740,1368,800,568,user_249,1,1084
user_287,user_187,1445,1185,260,user_287,1,1315
user_600,user_233,1520,996,524,user_600,1,1258
user_315,user_278,1219,1237,18,user_315,1,1228
user_990,user_840,1290,1194,96,user_990,1,1242
user_327,user_697,1536,832,704,user_327,1,1184
user_355,user_721,897,800,97,user_721,0,848
user_202,user_26,1677,858,819,user_202,1,1267
user_513,user_865,923,1078,155,user_865,0,1000
user_980,user_712,1534,1029,505,user_980,1,1281
user_28,user_429,1012,800,212,user_28,1,906
user_823,user_892,1086,1669,583,user_892,0,1377
user_507,user_973,935,996,61,user_507,1,965
user_508,user_698,1229,1599,370,user_698,0,1414
user_978,user_459,800,846,46,user_978,1,823
user_342,user_863,1304,2077,773,user_863,0,1690
user_494,user_662,1913,1200,713,user_494,1,1556
user_336,user_542,946,1420,474,user_542,0,1183
user_586,user_699,1055,1146,91,user_586,1,1100
user_106,user_301,2134,1024,1110,user_106,1,1579
user_698,user_735,1599,1396,203,user_698,1,1497
user_67,user_522,1637,993,644,user_67,1,1315
user_301,user_831,1024,920,104,user_301,1,972
user_92,user_73,981,1937,956,user_73,0,1459
user_577,user_183,1527,1400,127,user_577,1,1463
user_114,user_736,1144,1308,164,user_114,1,1226
user_60,user_735,1049,1396,347,user_735,0,1222
user_500,user_971,1600,988,612,user_500,1,1294
user_852,user_757,1001,1281,280,user_852,1,1141
user_152,user_29,988,1110,122,user_29,0,1049
user_794,user_295,876,984,108,user_295,0,930
user_42,user_17,1170,1331,161,user_17,0,1250
user_99,user_790,1129,1378,249,user_790,0,1253
user_418,user_982,1726,906,820,user_418,1,1316
user_566,user_914,800,1177,377,user_914,0,988
user_900,user_14,1353,800,553,user_900,1,1076
user_220,user_289,2426,1005,1421,user_220,1,1715
user_191,user_132,1567,881,686,user_191,1,1224
user_603,user_146,1820,836,984,user_603,1,1328
user_304,user_392,1204,815,389,user_304,1,1009
user_778,user_812,1185,1870,685,user_812,0,1527
user_299,user_372,1463,1873,410,user_372,0,1668
user_986,user_449,1902,882,1020,user_986,1,1392
user_583,user_53,2395,1456,939,user_583,1,1925
user_532,user_800,1188,1605,417,user_532,1,1396
user_426,user_9,907,1426,519,user_9,0,1166
user_949,user_107,1303,1277,26,user_107,0,1290
user_309,user_365,1140,1074,66,user_309,1,1107
user_165,user_129,1371,1042,329,user_165,1,1206
user_981,user_975,1376,800,576,user_981,1,1088
user_461,user_387,1224,2127,903,user_387,0,1675
user_99,user_986,1129,1902,773,user_986,0,1515
user_581,user_81,1069,1349,280,user_81,0,1209
user_133,user_656,1396,1217,179,user_656,0,1306
user_339,user_434,1023,1902,879,user_434,0,1462
user_889,user_353,1690,1155,535,user_889,1,1422
user_774,user_855,1460,1021,439,user_774,1,1240
user_136,user_545,958,954,4,user_545,0,956
user_483,user_703,1288,800,488,user_483,1,1044
user_296,user_460,1587,2185,598,user_460,0,1886
user_533,user_951,842,1346,504,user_951,0,1094
user_144,user_568,1310,800,510,user_144,1,1055
user_516,user_890,1408,1550,142,user_890,0,1479
user_516,user_575,1408,800,608,user_516,1,1104
user_848,user_719,1000,1191,191,user_848,1,1095
user_264,user_438,1123,800,323,user_264,1,961
user_536,user_41,936,1275,339,user_41,0,1105
user_7,user_252,1525,2290,765,user_252,0,1907
user_527,user_590,1229,1238,9,user_527,1,1233
user_608,user_842,800,865,65,user_842,0,832
user_841,user_721,1483,800,683,user_841,1,1141
user_378,user_433,2337,1503,834,user_378,1,1920
user_345,user_365,1299,1074,225,user_345,1,1186
user_145,user_261,1532,1190,342,user_145,1,1361
user_448,user_362,1038,1173,135,user_448,1,1105
user_467,user_285,1521,800,721,user_467,1,1160
user_649,user_785,1493,1676,183,user_649,1,1584
user_257,user_386,980,1342,362,user_386,0,1161
user_651,user_940,1699,825,874,user_651,1,1262
user_112,user_637,1234,1238,4,user_112,1,1236
user_2,user_787,1471,1390,81,user_2,1,1430
user_694,user_440,1447,1359,88,user_694,1,1403
user_249,user_972,1368,1559,191,user_249,1,1463
user_67,user_498,1637,931,706,user_67,1,1284
user_70,user_644,1350,1125,225,user_70,1,1237
user_417,user_323,1254,2270,1016,user_323,0,1762
user_306,user_119,1778,1518,260,user_306,1,1648
user_84,user_127,950,1022,72,user_127,0,986
user_862,user_870,1928,1149,779,user_862,1,1538
user_488,user_66,2010,1186,824,user_488,1,1598
user_240,user_514,955,1019,64,user_240,1,987
user_523,user_782,1438,1358,80,user_782,0,1398
user_589,user_891,937,1411,474,user_891,0,1174
user_236,user_518,800,1248,448,user_518,0,1024
user_617,user_446,1506,1352,154,user_617,1,1429
user_636,user_913,1551,1945,394,user_913,0,1748
user_394,user_277,1726,1012,714,user_394,1,1369
user_78,user_754,1245,911,334,user_78,1,1078
user_218,user_528,1047,1310,263,user_528,0,1178
user_131,user_655,1237,1233,4,user_655,0,1235
user_175,user_876,1553,1037,516,user_175,1,1295
user_565,user_727,1072,1345,273,user_727,0,1208
user_930,user_965,1026,1866,840,user_965,0,1446
user_816,user_388,1313,1611,298,user_388,0,1462
user_356,user_281,1205,1478,273,user_356,1,1341
user_224,user_213,1051,1473,422,user_213,0,1262
user_838,user_219,1628,1242,386,user_838,1,1435
user_500,user_989,1600,1221,379,user_500,1,1410
user_129,user_21,1042,1132,90,user_21,0,1087
user_413,user_241,1778,1170,608,user_241,0,1474
user_106,user_674,2134,800,1334,user_106,1,1467
user_736,user_328,1308,1461,153,user_328,0,1384
user_171,user_622,948,2131,1183,user_622,0,1539
user_63,user_11,846,1053,207,user_11,0,949
user_960,user_116,1469,1199,270,user_960,1,1334
user_729,user_680,959,1504,545,user_680,0,1231
user_724,user_475,1275,1124,151,user_724,1,1199
user_506,user_513,1014,923,91,user_513,0,968
user_539,user_93,1019,1098,79,user_539,1,1058
user_213,user_832,1473,896,577,user_213,1,1184
user_605,user_403,2128,1229,899,user_605,1,1678
user_850,user_771,1005,1023,18,user_771,0,1014
user_658,user_409,1286,1414,128,user_658,1,1350
user_745,user_571,974,2004,1030,user_571,0,1489
user_875,user_908,2076,1470,606,user_875,1,1773
user_575,user_172,800,1184,384,user_172,0,992
user_933,user_152,800,988,188,user_152,0,894
user_716,user_306,1254,1778,524,user_306,0,1516
user_105,user_887,1368,1088,280,user_105,1,1228
user_289,user_296,1005,1587,582,user_296,0,1296
user_668,user_672,800,1093,293,user_672,0,946
user_524,user_993,963,987,24,user_993,0,975
user_461,user_122,1224,1846,622,user_122,0,1535
user_740,user_955,800,1694,894,user_955,0,1247
user_103,user_327,952,1536,584,user_327,0,1244
user_17,user_310,1331,1135,196,user_17,1,1233
user_702,user_543,981,1867,886,user_543,0,1424
user_562,user_390,1573,925,648,user_562,1,1249
user_95,user_148,800,1417,617,user_148,0,1108
user_922,user_762,1261,2612,1351,user_762,0,1936
user_254,user_701,800,1660,860,user_701,0,1230
user_559,user_391,1068,1404,336,user_391,0,1236
user_466,user_852,1457,1001,456,user_852,0,1229
user_189,user_287,800,1445,645,user_287,0,1122
user_589,user_920,937,1672,735,user_920,0,1304
user_963,user_426,1499,907,592,user_963,1,1203
user_648,user_58,1130,1338,208,user_58,0,1234
user_626,user_736,900,1308,408,user_736,0,1104
user_450,user_301,1189,1024,165,user_450,1,1106
user_683,user_840,1403,1194,209,user_840,0,1298
user_736,user_515,1308,1520,212,user_515,0,1414
user_294,user_665,1348,1251,97,user_294,1,1299
user_542,user_197,1420,1269,151,user_197,0,1344
user_376,user_764,1574,1710,136,user_764,0,1642
user_123,user_978,800,800,0,user_978,0,800
user_761,user_484,1257,965,292,user_761,1,1111
user_976,user_833,1058,962,96,user_976,1,1010
user_734,user_159,1650,1475,175,user_734,1,1562
user_504,user_626,997,900,97,user_626,0,948
user_845,user_278,1404,1237,167,user_278,0,1320
user_735,user_449,1396,882,514,user_735,1,1139
user_100,user_318,800,1335,535,user_318,0,1067
user_756,user_643,1405,800,605,user_756,1,1102
user_979,user_533,1522,842,680,user_979,1,1182
user_483,user_181,1288,937,351,user_181,0,1112
user_336,user_240,946,955,9,user_336,1,950
user_823,user_278,1086,1237,151,user_278,0,1161
user_791,user_37,1289,800,489,user_791,1,1044
user_901,user_218,1077,1047,30,user_901,1,1062
user_813,user_26,1285,858,427,user_813,1,1071
user_913,user_788,1945,1186,759,user_913,1,1565
user_235,user_699,1465,1146,319,user_235,1,1305
user_121,user_167,922,2141,1219,user_167,0,1531
user_676,user_135,868,1929,1061,user_135,0,1398
user_46,user_907,1055,1516,461,user_907,0,1285
user_973,user_845,996,1404,408,user_845,0,1200
user_766,user_327,1199,1536,337,user_327,0,1367
user_876,user_873,1037,973,64,user_876,1,1005
user_202,user_991,1677,800,877,user_202,1,1238
user_66,user_757,1186,1281,95,user_757,0,1233
user_785,user_54,1676,1651,25,user_54,0,1663
user_980,user_342,1534,1304,230,user_980,1,1419
user_197,user_185,1269,1501,232,user_185,0,1385
user_984,user_438,1210,800,410,user_984,1,1005
user_186,user_866,1396,1320,76,user_186,1,1358
user_824,user_786,1060,1556,496,user_786,0,1308
user_106,user_380,2134,942,1192,user_106,1,1538
user_410,user_575,1500,800,700,user_410,1,1150
user_779,user_105,1460,1368,92,user_779,1,1414
user_72,user_569,1199,1090,109,user_72,1,1144
user_473,user_858,1826,1026,800,user_473,1,1426
user_460,user_627,2185,1167,1018,user_460,1,1676
user_935,user_880,1042,2586,1544,user_880,0,1814
user_325,user_382,841,800,41,user_325,1,820
user_411,user_953,864,1868,1004,user_953,0,1366
user_482,user_924,800,1734,934,user_924,0,1267
user_56,user_874,942,1199,257,user_56,1,1070
user_744,user_305,1415,1255,160,user_744,1,1335
user_593,user_280,1339,1253,86,user_280,0,1296
user_83,user_687,1037,1083,46,user_83,1,1060
user_25,user_485,1252,800,452,user_25,1,1026
user_449,user_206,882,1414,532,user_206,0,1148
user_685,user_251,1501,1596,95,user_251,0,1548
user_957,user_964,1389,1179,210,user_957,1,1284
user_304,user_452,1204,901,303,user_304,1,1052
user_679,user_974,1774,1060,714,user_679,1,1417
user_943,user_744,1176,1415,239,user_744,0,1295
user_142,user_296,800,1587,787,user_296,0,1193
user_603,user_42,1820,1170,650,user_603,1,1495
user_877,user_850,1296,1005,291,user_850,0,1150
user_722,user_309,808,1140,332,user_309,0,974
user_575,user_516,800,1408,608,user_516,0,1104
user_318,user_723,1335,1514,179,user_723,0,1424
user_499,user_9,800,1426,626,user_9,0,1113
user_403,user_611,1229,1191,38,user_403,1,1210
user_133,user_873,1396,973,423,user_133,1,1184
user_85,user_648,1042,1130,88,user_85,1,1086
user_361,user_685,1919,1501,418,user_361,1,1710
user_144,user_375,1310,962,348,user_144,1,1136
user_874,user_190,1199,1060,139,user_874,1,1129
user_702,user_996,981,2078,1097,user_996,0,1529
user_500,user_290,1600,1138,462,user_500,1,1369
user_913,user_312,1945,1552,393,user_913,1,1748
user_345,user_303,1299,1455,156,user_303,0,1377
user_804,user_687,1063,1083,20,user_687,0,1073
user_305,user_211,1255,1703,448,user_211,0,1479
user_39,user_400,1285,800,485,user_39,1,1042
user_191,user_327,1567,1536,31,user_191,1,1551
user_325,user_195,841,1360,519,user_325,1,1100
user_425,user_455,1827,955,872,user_425,1,1391
user_555,user_450,1071,1189,118,user_450,0,1130
user_676,user_455,868,955,87,user_455,0,911
user_99,user_881,1129,1033,96,user_881,0,1081
user_20,user_911,1881,1294,587,user_20,1,1587
user_879,user_597,1731,903,828,user_879,1,1317
user_875,user_876,2076,1037,1039,user_875,1,1556
user_73,user_62,1937,869,1068,user_73,1,1403
user_467,user_253,1521,1651,130,user_467,1,1586
user_838,user_216,1628,961,667,user_838,1,1294
user_498,user_451,931,1614,683,user_451,0,1272
user_947,user_826,984,1946,962,user_826,0,1465
user_958,user_792,1437,1314,123,user_958,1,1375
user_725,user_249,1146,1368,222,user_249,0,1257
user_170,user_101,928,1068,140,user_101,0,998
user_106,user_140,2134,1297,837,user_106,1,1715
user_564,user_360,1737,1416,321,user_360,0,1576
user_162,user_130,1715,800,915,user_162,1,1257
user_359,user_587,945,939,6,user_359,1,942
user_267,user_897,800,1266,466,user_897,0,1033
user_11,user_318,1053,1335,282,user_318,0,1194
user_851,user_522,1025,993,32,user_522,0,1009
user_552,user_849,1720,1033,687,user_552,1,1376
user_617,user_7,1506,1525,19,user_7,0,1515
user_379,user_294,950,1348,398,user_294,0,1149
user_981,user_903,1376,1778,402,user_903,0,1577
user_489,user_433,1578,1503,75,user_489,1,1540
user_396,user_89,800,1413,613,user_89,0,1106
user_154,user_885,1323,2109,786,user_885,0,1716
user_909,user_868,2319,1476,843,user_909,1,1897
user_928,user_924,1938,1734,204,user_928,1,1836
user_963,user_259,1499,1529,30,user_259,0,1514
user_244,user_113,845,2537,1692,user_113,0,1691
user_178,user_482,1119,800,319,user_178,1,959
user_590,user_165,1238,1371,133,user_165,0,1304
user_99,user_518,1129,1248,119,user_518,0,1188
user_791,user_796,1289,1197,92,user_796,0,1243
user_444,user_646,819,800,19,user_646,0,809
user_651,user_34,1699,1551,148,user_651,1,1625
user_200,user_891,1349,1411,62,user_200,1,1380
user_348,user_836,976,1929,953,user_836,0,1452
user_362,user_916,1173,1454,281,user_916,0,1313
user_208,user_982,1414,906,508,user_208,1,1160
user_2,user_622,1471,2131,660,user_622,0,1801
user_652,user_691,1118,1716,598,user_691,0,1417
user_948,user_560,1195,1322,127,user_948,1,1258
user_587,user_340,939,947,8,user_340,0,943
user_112,user_327,1234,1536,302,user_327,0,1385
user_225,user_453,1680,1409,271,user_225,1,1544
user_28,user_844,1012,1274,262,user_844,0,1143
user_521,user_126,1426,900,526,user_521,1,1163
user_370,user_230,1220,973,247,user_370,1,1096
user_502,user_589,800,937,137,user_589,0,868
user_342,user_844,1304,1274,30,user_342,1,1289
user_751,user_336,807,946,139,user_751,1,876
user_555,user_212,1071,1613,542,user_212,0,1342
user_789,user_514,800,1019,219,user_514,0,909
user_256,user_663,1772,1029,743,user_256,1,1400
user_923,user_439,982,1191,209,user_439,0,1086
user_371,user_262,1407,800,607,user_371,1,1103
user_74,user_298,800,1546,746,user_298,0,1173
user_883,user_444,1657,819,838,user_883,1,1238
user_520,user_942,800,1473,673,user_942,0,1136
user_398,user_74,1171,800,371,user_398,1,985
user_716,user_701,1254,1660,406,user_701,0,1457
user_251,user_560,1596,1322,274,user_560,0,1459
user_203,user_728,1662,1030,632,user_203,1,1346
user_775,user_286,800,1158,358,user_286,0,979
user_569,user_310,1090,1135,45,user_569,1,1112
user_831,user_240,920,955,35,user_831,1,937
user_914,user_626,1177,900,277,user_626,0,1038
user_15,user_266,1023,1977,954,user_266,0,1500
user_863,user_261,2077,1190,887,user_863,1,1633
user_990,user_136,1290,958,332,user_990,1,1124
user_929,user_19,1188,800,388,user_929,1,994
user_977,user_359,800,945,145,user_977,1,872
user_416,user_807,1930,1049,881,user_416,1,1489
user_931,user_227,2131,877,1254,user_931,1,1504
user_250,user_400,830,800,30,user_250,1,815
user_962,user_693,1285,1457,172,user_693,0,1371
user_483,user_39,1288,1285,3,user_483,1,1286
user_758,user_646,936,800,136,user_646,0,868
user_645,user_761,1116,1257,141,user_761,0,1186
user_882,user_204,1046,801,245,user_882,1,923
user_959,user_665,1386,1251,135,user_959,1,1318
user_278,user_67,1237,1637,400,user_278,1,1437
user_313,user_116,1546,1199,347,user_313,1,1372
user_657,user_379,1203,950,253,user_657,1,1076
user_288,user_870,1318,1149,169,user_870,0,1233
user_217,user_261,1128,1190,62,user_261,0,1159
user_884,user_367,1487,1216,271,user_884,1,1351
user_984,user_673,1210,1084,126,user_984,1,1147
user_674,user_790,800,1378,578,user_790,0,1089
user_169,user_598,966,1060,94,user_598,0,1013
user_208,user_531,1414,800,614,user_208,1,1107
user_818,user_5,1242,1129,113,user_5,0,1185
user_722,user_403,808,1229,421,user_403,0,1018
user_629,user_232,1682,1228,454,user_629,1,1455
user_687,user_197,1083,1269,186,user_197,0,1176
user_502,user_360,800,1416,616,user_360,0,1108
user_687,user_584,1083,1279,196,user_584,0,1181
user_956,user_282,1343,1950,607,user_282,0,1646
user_636,user_358,1551,1335,216,user_636,1,1443
user_936,user_411,892,864,28,user_411,0,878
user_276,user_994,1286,897,389,user_276,1,1091
user_423,user_696,1622,1336,286,user_423,1,1479
user_367,user_70,1216,1350,134,user_70,0,1283
user_790,user_750,1378,918,460,user_790,1,1148
user_260,user_187,917,1185,268,user_187,0,1051
user_186,user_270,1396,1867,471,user_270,0,1631
user_968,user_671,1197,800,397,user_968,1,998
user_247,user_974,996,1060,64,user_974,0,1028
user_301,user_246,1024,1051,27,user_301,1,1037
user_138,user_906,1546,805,741,user_138,1,1175
user_175,user_481,1553,909,644,user_175,1,1231
user_787,user_554,1390,1341,49,user_787,1,1365
user_558,user_861,1364,800,564,user_558,1,1082
user_415,user_755,968,2669,1701,user_755,0,1818
user_235,user_497,1465,1144,321,user_235,1,1304
user_747,user_685,966,1501,535,user_685,0,1233
user_695,user_55,1104,1602,498,user_55,0,1353
user_5,user_240,1129,955,174,user_5,1,1042
user_121,user_437,922,801,121,user_437,0,861
user_879,user_204,1731,801,930,user_879,1,1266
user_161,user_297,1534,1329,205,user_161,1,1431
user_913,user_343,1945,1040,905,user_913,1,1492
user_106,user_245,2134,1096,1038,user_106,1,1615
user_293,user_818,1563,1242,321,user_818,0,1402
user_185,user_75,1501,1550,49,user_75,0,1525
user_440,user_82,1359,1888,529,user_82,0,1623
user_145,user_331,1532,925,607,user_145,1,1228
user_309,user_860,1140,1288,148,user_860,0,1214
user_695,user_186,1104,1396,292,user_186,0,1250
